timestamp,temperature,occupancy,hour,day_of_week,energy_consumption
2024-01-03 13:00:00,24.512376762573503,92,13,2,54.9672645355348
2024-01-03 14:00:00,37.8897002196463,92,14,2,59.325408453236676
2024-01-03 15:00:00,26.562079840646142,82,15,2,50.336779900383895
2024-01-03 16:00:00,24.74242823249714,43,16,2,35.67461504720249
2024-01-03 17:00:00,31.024705995797962,5,17,2,29.40237438466973
2024-01-03 18:00:00,21.382181399394305,49,18,2,37.155240330276115
2024-01-03 19:00:00,37.25272753809695,71,19,2,49.82008338812641
2024-01-03 20:00:00,19.7892154483145,87,20,2,53.54112249784261
2024-01-03 21:00:00,41.685286478412415,19,21,2,38.99805329377075
2024-01-03 22:00:00,36.53387446311978,13,22,2,36.959904521434154
2024-01-03 23:00:00,22.76917635682014,4,23,2,27.441561831120087
2024-01-04 00:00:00,18.132530810966458,40,0,3,40.90518475623329
2024-01-04 01:00:00,37.571074282916015,39,1,3,53.66852897526542
2024-01-04 02:00:00,34.96457625234281,33,2,3,50.01384633838378
2024-01-04 03:00:00,35.496172032983694,79,3,3,67.52177097873793
2024-01-04 04:00:00,36.5104883204627,44,4,3,60.76951965802695
2024-01-04 05:00:00,19.777071641618168,70,5,3,59.498123125498225
2024-01-04 06:00:00,26.60317748506254,79,6,3,65.53327039778938
2024-01-04 07:00:00,20.780857428603113,70,7,3,62.61395300560012
2024-01-04 08:00:00,38.714482221014244,26,8,3,53.253267526085374
2024-01-04 09:00:00,32.95915504386139,77,9,3,64.47480057660886
2024-01-04 10:00:00,25.94155259646358,77,10,3,61.425534979400354
2024-01-04 11:00:00,19.525400406864566,43,11,3,46.94320917993806
2024-01-04 12:00:00,25.463575721175893,32,12,3,42.94283579304118
2024-01-04 13:00:00,25.80439972864193,32,13,3,39.46623490258334
2024-01-04 14:00:00,35.51054828011354,43,14,3,45.044496901648586
2024-01-04 15:00:00,33.301379312525114,19,15,3,37.300505610050166
2024-01-04 16:00:00,39.29310582183184,35,16,3,43.2043017390129
2024-01-04 17:00:00,29.333158203886782,6,17,3,26.90701934273852
2024-01-04 18:00:00,20.87026190251924,31,18,3,29.179893552986584
2024-01-04 19:00:00,35.11787489335188,66,19,3,47.77022356907586
2024-01-04 20:00:00,36.25884116680554,38,20,3,39.41477164837224
2024-01-04 21:00:00,31.47065274166791,92,21,3,55.96390725617868
2024-01-04 22:00:00,36.50321231890946,23,22,3,39.172532815473595
2024-01-04 23:00:00,29.851094312745378,85,23,3,57.63566706859056
2024-01-05 00:00:00,30.545587905167856,69,0,4,55.065425413262126
2024-01-05 01:00:00,28.260984440605192,87,1,4,63.8665864192038
2024-01-05 02:00:00,18.610059041858285,86,2,4,61.741840320628015
2024-01-05 03:00:00,20.58939424783931,53,3,4,52.50633329535575
2024-01-05 04:00:00,18.754300456481623,37,4,4,47.51364492835174
2024-01-05 05:00:00,33.27384987033073,73,5,4,69.61942666642439
2024-01-05 06:00:00,25.54454354583184,79,6,4,66.84178939849279
2024-01-05 07:00:00,30.205696587952865,74,7,4,66.22863439983308
2024-01-05 08:00:00,39.78159537422623,31,8,4,60.602155551683914
2024-01-05 09:00:00,23.983013499572998,44,9,4,51.13250604071899
2024-01-05 10:00:00,27.849190152855115,60,10,4,52.93872244506721
2024-01-05 11:00:00,36.13322732503317,69,11,4,59.93888537227781
2024-01-05 12:00:00,23.49115597179894,87,12,4,61.08233493968209
2024-01-05 13:00:00,19.847517835891033,96,13,4,55.5001610047867
2024-01-05 14:00:00,24.95403486993043,52,14,4,42.04613885209331
2024-01-05 15:00:00,21.869310894096106,50,15,4,38.91679387768971
2024-01-05 16:00:00,40.312743656221755,75,16,4,56.018243966052296
2024-01-05 17:00:00,37.39488910954601,55,17,4,45.372386310448
2024-01-05 18:00:00,33.201690156250166,26,18,4,35.58354024194236
2024-01-05 19:00:00,38.91505416450522,37,19,4,40.51973635748831
2024-01-05 20:00:00,37.28812984557875,61,20,4,49.48223322723773
2024-01-05 21:00:00,22.47768141326486,17,21,4,29.62829848256998
2024-01-05 22:00:00,39.421415963759465,63,22,4,52.814724432101286
2024-01-05 23:00:00,30.944213805975618,76,23,4,56.20010040516527
2024-01-06 00:00:00,37.3785637239375,29,0,5,46.304262046539286
2024-01-06 01:00:00,39.50619119816383,48,1,5,53.98490934644091
2024-01-06 02:00:00,25.632083399324735,40,2,5,49.77626611195809
2024-01-06 03:00:00,20.64124618866424,12,3,5,38.4129421904179
2024-01-06 04:00:00,23.4704439010066,33,4,5,51.49033505940547
2024-01-06 05:00:00,28.250586927030152,99,5,5,73.40957018295613
2024-01-06 06:00:00,37.63235438213984,93,6,5,79.56276108791758
2024-01-06 07:00:00,38.657533998152246,24,7,5,55.527551039918315
2024-01-06 08:00:00,18.166851132748576,65,8,5,57.20362521053163
2024-01-06 09:00:00,30.257935261861576,99,9,5,68.96078334050324
2024-01-06 10:00:00,28.017864075570696,17,10,5,41.90074541544426
2024-01-06 11:00:00,23.330587451297525,4,11,5,32.09603865197692
2024-01-06 12:00:00,20.876768816008386,18,12,5,37.99337203029653
2024-01-06 13:00:00,26.102764113687073,41,13,5,41.84408297583009
2024-01-06 14:00:00,40.629832893900456,17,14,5,43.06907594973704
2024-01-06 15:00:00,25.756870368498127,31,15,5,29.74614510423592
2024-01-06 16:00:00,30.450974921840785,20,16,5,35.66138222016423
2024-01-06 17:00:00,34.87245501348427,9,17,5,30.3409234624417
2024-01-06 18:00:00,26.727110457103056,36,18,5,34.84325000648219
2024-01-06 19:00:00,41.322769985303054,48,19,5,43.2762412693945
2024-01-06 20:00:00,41.09873507861067,85,20,5,58.443693339135606
2024-01-06 21:00:00,24.04277509980874,12,21,5,27.802491445928474
2024-01-06 22:00:00,29.93396414141725,54,22,5,43.77907362661816
2024-01-06 23:00:00,25.221079435602473,16,23,5,32.40701656097215
2024-01-07 00:00:00,24.83617186505922,8,0,6,32.367385059365006
2024-01-07 01:00:00,18.88528673650879,87,1,6,58.891313010873255
2024-01-07 02:00:00,32.629544015517524,43,2,6,52.943508776035564
2024-01-07 03:00:00,30.064296557492675,77,3,6,61.92302857919213
2024-01-07 04:00:00,19.235490029999745,45,4,6,52.51659808091967
2024-01-07 05:00:00,24.687515141678674,7,5,6,39.75755678732469
2024-01-07 06:00:00,39.79838126319969,36,6,6,63.35733482558803
2024-01-07 07:00:00,23.74948537600734,18,7,6,50.90682210344085
2024-01-07 08:00:00,21.477476930189354,62,8,6,55.37414515188559
2024-01-07 09:00:00,29.74686624666151,91,9,6,71.34940219842431
2024-01-07 10:00:00,41.655610898654416,45,10,6,60.02600145413822
2024-01-07 11:00:00,23.80932651627601,93,11,6,61.39277635606466
2024-01-07 12:00:00,34.13125313774108,70,12,6,57.15888172761087
2024-01-07 13:00:00,36.278870767889224,25,13,6,44.360201558739625
2024-01-07 14:00:00,23.70330105581759,45,14,6,40.271748932701875
2024-01-07 15:00:00,35.47719236668463,45,15,6,38.979110056863156
2024-01-07 16:00:00,26.82679518526208,74,16,6,51.09917236079371
2024-01-07 17:00:00,33.17533993424591,13,17,6,31.69476007620188
2024-01-07 18:00:00,33.204713058261476,84,18,6,51.69833496749664
2024-01-07 19:00:00,30.858592417794203,62,19,6,42.93319146663672
2024-01-07 20:00:00,20.1669544813058,71,20,6,42.34530219547565
2024-01-07 21:00:00,38.04725989414171,2,21,6,35.090936652907764
2024-01-07 22:00:00,25.698721559321662,27,22,6,36.47259764875322
2024-01-07 23:00:00,22.4764442495965,28,23,6,37.80078092266904
2024-01-08 00:00:00,18.978603397314334,86,0,0,52.79096045936339
2024-01-08 01:00:00,32.1814306365178,17,1,0,43.07964521683066
2024-01-08 02:00:00,34.261544684214776,34,2,0,52.43287535559409
2024-01-08 03:00:00,18.39810789426855,76,3,0,60.46325444591483
2024-01-08 04:00:00,30.290233399182743,75,4,0,65.47373831767844
2024-01-08 05:00:00,23.435898604750513,46,5,0,57.032945096216366
2024-01-08 06:00:00,33.484146969826796,4,6,0,45.653367068222515
2024-01-08 07:00:00,22.184794296119794,74,7,0,63.090728057124494
2024-01-08 08:00:00,34.58250571445918,58,8,0,63.15627713727707
2024-01-08 09:00:00,27.281648311212898,74,9,0,59.88083904470075
2024-01-08 10:00:00,40.48151972968163,58,10,0,62.54534355148902
2024-01-08 11:00:00,21.300502659503838,46,11,0,45.873232739644855
2024-01-08 12:00:00,26.185592425206202,94,12,0,64.12034566758896
2024-01-08 13:00:00,20.723364509774136,94,13,0,55.15297973201969
2024-01-08 14:00:00,40.192646838685505,12,14,0,39.398064488528185
2024-01-08 15:00:00,39.05614448114355,77,15,0,53.09492046307562
2024-01-08 16:00:00,24.190599065163735,88,16,0,50.308183281563934
2024-01-08 17:00:00,33.8396171048203,32,17,0,36.030457672300365
2024-01-08 18:00:00,37.613332804829184,96,18,0,56.05411343447864
2024-01-08 19:00:00,31.324819478387095,61,19,0,49.97093594017774
2024-01-08 20:00:00,30.711613880544157,78,20,0,49.38865484492795
2024-01-08 21:00:00,23.80445498161084,15,21,0,28.90726182029206
2024-01-08 22:00:00,20.23446642734158,43,22,0,39.82122011917106
2024-01-08 23:00:00,39.53317819087984,57,23,0,52.7415452813627
2024-01-09 00:00:00,39.61003337191993,5,0,1,42.11156124078171
2024-01-09 01:00:00,33.19443497455843,88,1,1,66.60604876319279
2024-01-09 02:00:00,26.136714985168815,14,2,1,42.75775834550783
2024-01-09 03:00:00,26.381029790703863,3,3,1,45.75426133907612
2024-01-09 04:00:00,35.422936292885744,55,4,1,61.263184085229916
2024-01-09 05:00:00,39.53064623886185,63,5,1,71.39978258546957
2024-01-09 06:00:00,39.290074182362815,67,6,1,70.68931789603253
2024-01-09 07:00:00,36.717013100582975,93,7,1,77.73666403956204
2024-01-09 08:00:00,33.40875950770291,33,8,1,55.9471025350627
2024-01-09 09:00:00,20.019359159881173,90,9,1,67.83730209529443
2024-01-09 10:00:00,21.87908913827073,94,10,1,63.49938872259111
2024-01-09 11:00:00,39.5653005246499,55,11,1,59.8652811902369
2024-01-09 12:00:00,32.55429743183016,31,12,1,48.18809459705643
2024-01-09 13:00:00,18.220729238799112,8,13,1,27.804488774231828
2024-01-09 14:00:00,20.43531702878477,62,14,1,45.81853186898576
2024-01-09 15:00:00,33.92404245859334,71,15,1,51.15367690624252
2024-01-09 16:00:00,18.121478012309247,77,16,1,41.03071771364148
2024-01-09 17:00:00,21.85939323401997,32,17,1,27.967259197019526
2024-01-09 18:00:00,31.169610944798066,86,18,1,51.20316580564827
2024-01-09 19:00:00,34.60548474462464,20,19,1,35.62525435263033
2024-01-09 20:00:00,33.64707022806241,54,20,1,40.20534194625179
2024-01-09 21:00:00,23.382463427053434,75,21,1,47.521063979918935
2024-01-09 22:00:00,35.092301312340865,56,22,1,51.13090492594024
2024-01-09 23:00:00,23.6939780999232,1,23,1,27.002898828293986
2024-01-10 00:00:00,25.809592755822425,12,0,2,35.23686312665121
2024-01-10 01:00:00,35.915793722832575,3,1,2,42.59082119559679
2024-01-10 02:00:00,33.59118957713315,83,2,2,68.39267068325054
2024-01-10 03:00:00,38.38136185186027,49,3,2,64.16994518219369
2024-01-10 04:00:00,33.782709415208245,47,4,2,58.47892714284839
2024-01-10 05:00:00,31.63940648005132,77,5,2,66.94780779403999
2024-01-10 06:00:00,20.248194427874218,29,6,2,52.129468143301
2024-01-10 07:00:00,26.825179273426404,28,7,2,49.961964167244375
2024-01-10 08:00:00,24.36485682436141,7,8,2,43.95725346522637
2024-01-10 09:00:00,23.855751441098008,11,9,2,46.66517324527872
2024-01-10 10:00:00,41.35225331405869,40,10,2,59.18154404424171
2024-01-10 11:00:00,27.43434539200225,25,11,2,45.3719035808998
2024-01-10 12:00:00,39.409117324250715,49,12,2,56.96069087165621
2024-01-10 13:00:00,33.14732702393431,1,13,2,35.335208216712566
2024-01-10 14:00:00,37.075471284999566,54,14,2,51.31387644570571
2024-01-10 15:00:00,30.06329023452461,55,15,2,43.77539807712225
2024-01-10 16:00:00,31.84569323103262,13,16,2,33.48251751135474
2024-01-10 17:00:00,29.820424651652733,5,17,2,27.577917294694807
2024-01-10 18:00:00,22.685831707153067,94,18,2,46.58677767239145
2024-01-10 19:00:00,35.338850766276124,80,19,2,52.49605494494901
2024-01-10 20:00:00,24.73853669858054,88,20,2,45.769718147076766
2024-01-10 21:00:00,18.583583194354894,60,21,2,41.6485497166297
2024-01-10 22:00:00,33.49133510177202,95,22,2,59.77856446373324
2024-01-10 23:00:00,22.250656305769176,11,23,2,35.64824303614684
2024-01-11 00:00:00,40.571006024469945,12,0,3,44.86476554161528
2024-01-11 01:00:00,40.8942858480621,18,1,3,50.28369655710412
2024-01-11 02:00:00,39.956745365290764,43,2,3,55.77992618255135
2024-01-11 03:00:00,26.883808806130666,88,3,3,68.2821216650025
2024-01-11 04:00:00,18.37095879669282,94,4,3,64.76441739098526
2024-01-11 05:00:00,40.27964550210541,58,5,3,69.38011636342873
2024-01-11 06:00:00,28.276419559615544,36,6,3,52.70150532780681
2024-01-11 07:00:00,41.199715657048074,24,7,3,57.67873079712859
2024-01-11 08:00:00,41.12687945014207,15,8,3,51.40792889908224
2024-01-11 09:00:00,38.47222693121664,37,9,3,57.658801184444386
2024-01-11 10:00:00,25.066773409670056,42,10,3,54.178360516836186
2024-01-11 11:00:00,27.242345486446204,86,11,3,63.451899354761366
2024-01-11 12:00:00,38.42728011640457,13,12,3,43.04838305438357
2024-01-11 13:00:00,25.606128123750665,5,13,3,26.79055536408003
2024-01-11 14:00:00,22.06782592046622,88,14,3,51.362538723945974
2024-01-11 15:00:00,31.363230299000403,22,15,3,36.15985462914943
2024-01-11 16:00:00,40.46771457985874,59,16,3,48.25188790088023
2024-01-11 17:00:00,34.70471512019935,11,17,3,33.84739979313587
2024-01-11 18:00:00,31.68146808214476,12,18,3,29.583810365973587
2024-01-11 19:00:00,20.332235850498446,99,19,3,52.36404989458229
2024-01-11 20:00:00,32.76017344078007,97,20,3,57.229634398499904
2024-01-11 21:00:00,41.76129240250232,5,21,3,34.75761410317219
2024-01-11 22:00:00,21.362016365676578,62,22,3,43.3383551756975
2024-01-11 23:00:00,30.43991165672968,37,23,3,41.70745730069507
2024-01-12 00:00:00,39.05695372627093,49,0,4,56.42170323005958
2024-01-12 01:00:00,35.778446826100904,51,1,4,54.92138999996725
2024-01-12 02:00:00,34.72837778388643,39,2,4,55.1087825751764
2024-01-12 03:00:00,34.85961801569062,7,3,4,45.54938685317469
2024-01-12 04:00:00,26.627787629274124,60,4,4,57.808090043296815
2024-01-12 05:00:00,25.046204262347842,7,5,4,45.392642015315744
2024-01-12 06:00:00,37.42466773148433,96,6,4,76.01892607318037
2024-01-12 07:00:00,37.442721472300335,33,7,4,57.479644509306574
2024-01-12 08:00:00,38.80973564592249,78,8,4,68.96774488994845
2024-01-12 09:00:00,39.91777326135531,99,9,4,75.7437079393842
2024-01-12 10:00:00,30.272217572662505,59,10,4,57.88432312290704
2024-01-12 11:00:00,30.03639107249279,56,11,4,53.83140402702254
2024-01-12 12:00:00,37.159084295202604,98,12,4,69.61599538052054
2024-01-12 13:00:00,33.59913433866636,45,13,4,48.002418204439
2024-01-12 14:00:00,34.84720505418488,21,14,4,44.89823014931713
2024-01-12 15:00:00,37.09902406646643,86,15,4,58.12694539670545
2024-01-12 16:00:00,39.36012820362159,39,16,4,39.24883499363113
2024-01-12 17:00:00,26.11188376443686,44,17,4,36.170918787506466
2024-01-12 18:00:00,27.013990863358657,54,18,4,39.454499136180154
2024-01-12 19:00:00,20.255566556180856,50,19,4,34.24126253843917
2024-01-12 20:00:00,31.878723383908174,85,20,4,52.924329322582146
2024-01-12 21:00:00,18.86261457112181,4,21,4,22.273445349294672
2024-01-12 22:00:00,29.174352435179046,94,22,4,58.4528158154759
2024-01-12 23:00:00,31.02347123298184,12,23,4,32.706169739924064
2024-01-13 00:00:00,24.876990051078828,27,0,5,42.82681196912324
2024-01-13 01:00:00,32.17999825365626,83,1,5,60.42160882555252
2024-01-13 02:00:00,18.732005998537186,96,2,5,62.638891895235524
2024-01-13 03:00:00,18.896356529981148,79,3,5,58.7538324986617
2024-01-13 04:00:00,37.742413455831795,61,4,5,66.4433009078551
2024-01-13 05:00:00,26.64457539387031,92,5,5,70.21506373835518
2024-01-13 06:00:00,21.049452303645236,86,6,5,66.8280274831819
2024-01-13 07:00:00,30.533838241315305,23,7,5,54.048562206456886
2024-01-13 08:00:00,36.47984527436666,97,8,5,77.53740755036162
2024-01-13 09:00:00,23.179704659924237,6,9,5,40.53353482531071
2024-01-13 10:00:00,32.949371419656,37,10,5,53.49370124310533
2024-01-13 11:00:00,20.048339159850432,36,11,5,47.33237506858161
2024-01-13 12:00:00,19.240361308046584,67,12,5,51.32865724338865
2024-01-13 13:00:00,30.752511157635553,97,13,5,61.30098925921813
2024-01-13 14:00:00,30.975242918642557,41,14,5,45.343350134101534
2024-01-13 15:00:00,33.298317635956955,85,15,5,55.86071164775189
2024-01-13 16:00:00,35.42619200934388,4,16,5,28.327292264293426
2024-01-13 17:00:00,41.42044990710083,63,17,5,49.58952211029617
2024-01-13 18:00:00,30.39120835922869,49,18,5,36.95108945264839
2024-01-13 19:00:00,25.750955350589905,86,19,5,44.446179204540144
2024-01-13 20:00:00,37.084468674448885,14,20,5,32.18389971694893
2024-01-13 21:00:00,24.49997403028978,94,21,5,53.62408134064035
2024-01-13 22:00:00,28.535314096935267,72,22,5,51.118674797432
2024-01-13 23:00:00,19.882953152214384,52,23,5,40.13013475483186
2024-01-14 00:00:00,18.60841784197098,24,0,6,31.74668506646809
2024-01-14 01:00:00,41.1035619522702,88,1,6,72.48149637580174
2024-01-14 02:00:00,38.06352289229294,84,2,6,69.42234768446693
2024-01-14 03:00:00,34.70338094624875,8,3,6,49.93418224082235
2024-01-14 04:00:00,27.81487066594248,37,4,6,56.66487156448703
2024-01-14 05:00:00,22.1590636817003,21,5,6,48.50820943888682
2024-01-14 06:00:00,21.754489024106064,86,6,6,66.79553167543662
2024-01-14 07:00:00,24.00582955595029,48,7,6,55.26687141247494
2024-01-14 08:00:00,31.181439952946892,67,8,6,65.7881670608179
2024-01-14 09:00:00,35.1503021448015,92,9,6,71.92650315259475
2024-01-14 10:00:00,33.84473704122555,14,10,6,44.94312999549181
2024-01-14 11:00:00,24.718413526702626,64,11,6,49.9515878457988
2024-01-14 12:00:00,40.91676673591666,53,12,6,56.19217275112512
2024-01-14 13:00:00,35.709526000698446,29,13,6,46.15991432431628
2024-01-14 14:00:00,31.304497260273617,92,14,6,60.770881789926904
2024-01-14 15:00:00,32.681297909624455,19,15,6,35.0761385640765
2024-01-14 16:00:00,28.070401498266957,32,16,6,33.19752601007564
2024-01-14 17:00:00,23.94554374802778,99,17,6,53.81900132216081
2024-01-14 18:00:00,26.543344287630276,85,18,6,48.74094124852166
2024-01-14 19:00:00,36.188306651144856,76,19,6,50.50354439322853
2024-01-14 20:00:00,18.34544372711414,6,20,6,19.400637986781078
2024-01-14 21:00:00,20.78574337216599,7,21,6,29.629326828109104
2024-01-14 22:00:00,19.104063408522066,27,22,6,34.1288286023821
2024-01-14 23:00:00,18.977491255655284,44,23,6,41.79305219394743
2024-01-15 00:00:00,38.53105401626417,72,0,0,59.139908480915864
2024-01-15 01:00:00,34.887788625120564,88,1,0,66.59158409856249
2024-01-15 02:00:00,29.380171898095803,79,2,0,63.22709821712892
2024-01-15 03:00:00,20.348019855624035,73,3,0,60.709266961716615
2024-01-15 04:00:00,29.798781002803977,10,4,0,49.27908145153599
2024-01-15 05:00:00,29.363322498733577,30,5,0,50.47248831754353
2024-01-15 06:00:00,22.156844877840363,11,6,0,42.22906724295397
2024-01-15 07:00:00,28.412439581711354,94,7,0,73.35695375450217
2024-01-15 08:00:00,27.56411362553696,77,8,0,64.52625213172797
2024-01-15 09:00:00,32.780402353253194,50,9,0,60.09101722424161
2024-01-15 10:00:00,33.24224762082345,43,10,0,53.7750051216477
2024-01-15 11:00:00,19.08729623452907,95,11,0,58.134289306939756
2024-01-15 12:00:00,26.990702751035307,49,12,0,44.676652397950406
2024-01-15 13:00:00,33.020637977141675,16,13,0,39.690384377624085
2024-01-15 14:00:00,30.075270205922106,34,14,0,41.254936190055886
2024-01-15 15:00:00,38.55575618851974,0,15,0,34.14724176693684
2024-01-15 16:00:00,33.80864715885468,28,16,0,37.29981675420387
2024-01-15 17:00:00,21.910426249954313,50,17,0,28.781084219568104
2024-01-15 18:00:00,19.693649937610317,63,18,0,39.75369318449898
2024-01-15 19:00:00,33.41806267695158,3,19,0,25.03485814656798
2024-01-15 20:00:00,18.636271452998923,86,20,0,42.72244569233572
2024-01-15 21:00:00,32.05861395056312,27,21,0,33.08192992557309
2024-01-15 22:00:00,40.56552579419898,15,22,0,35.622386951815734
2024-01-15 23:00:00,31.811380269021093,62,23,0,52.47545588731663
2024-01-16 00:00:00,27.316078228956528,75,0,1,54.695670632650184
2024-01-16 01:00:00,33.438917242616476,52,1,1,51.869438489848314
2024-01-16 02:00:00,28.998069371796397,84,2,1,64.745199797303
2024-01-16 03:00:00,31.094802943582437,16,3,1,45.20660283449678
2024-01-16 04:00:00,40.59515541063661,39,4,1,62.61997359092012
2024-01-16 05:00:00,27.266463307218583,12,5,1,49.79292866416739
2024-01-16 06:00:00,41.06857353177394,51,6,1,65.39908229432835
2024-01-16 07:00:00,39.72841540694553,57,7,1,69.37801473938039
2024-01-16 08:00:00,22.698987234943115,95,8,1,71.26092917662076
2024-01-16 09:00:00,19.66467122100397,36,9,1,47.872618909793346
2024-01-16 10:00:00,20.41867203305824,78,10,1,62.07624294973873
2024-01-16 11:00:00,18.437323815637193,75,11,1,53.063528348748775
2024-01-16 12:00:00,20.26663105814228,60,12,1,44.222805210888
2024-01-16 13:00:00,34.39216256199256,78,13,1,54.89913467172387
2024-01-16 14:00:00,19.708527563045497,33,14,1,33.4188944721363
2024-01-16 15:00:00,25.655415127050272,69,15,1,47.52524385112
2024-01-16 16:00:00,38.27700746326691,16,16,1,32.9686039583365
2024-01-16 17:00:00,18.55852645765982,19,17,1,23.968403259082244
2024-01-16 18:00:00,37.547243582134456,72,18,1,47.87466881398342
2024-01-16 19:00:00,24.764514594561597,58,19,1,38.81719506403322
2024-01-16 20:00:00,20.83595586291975,68,20,1,44.84314277150367
2024-01-16 21:00:00,34.72169196873962,86,21,1,56.804929954162944
2024-01-16 22:00:00,33.09462832271721,32,22,1,39.993335628174265
2024-01-16 23:00:00,39.05932832464927,77,23,1,62.48241595767286
2024-01-17 00:00:00,35.64170505129326,16,0,2,42.672183001641784
2024-01-17 01:00:00,37.28354232923637,56,1,2,58.29727261775589
2024-01-17 02:00:00,24.768829741711357,82,2,2,64.26996540419077
2024-01-17 03:00:00,22.25854905071335,96,3,2,66.31510007752672
2024-01-17 04:00:00,36.0147540393806,0,4,2,48.50011198347454
2024-01-17 05:00:00,37.364033742414335,12,5,2,53.63113241762902
2024-01-17 06:00:00,41.77212340801616,26,6,2,58.39497175672854
2024-01-17 07:00:00,27.902824245874235,69,7,2,61.518283753736036
2024-01-17 08:00:00,26.928434059026795,58,8,2,59.549854595583206
2024-01-17 09:00:00,36.63391105780792,5,9,2,49.162529834052805
2024-01-17 10:00:00,26.17928496607243,96,10,2,68.52917862198719
2024-01-17 11:00:00,40.33817581448555,93,11,2,74.07777914050261
2024-01-17 12:00:00,38.60190604423228,98,12,2,67.72015260896981
2024-01-17 13:00:00,28.295856657000442,22,13,2,39.71833882293949
